source,source_record_id,source_snapshot_date,title,title_normalized,job_level,location,experience_years_min,experience_years_max,skills,salary_min,salary_max,category,source_metadata
topcv,2177633,2026-07-14,Nhân Viên Quản Trị Ứng Dụng L2,Nhân Viên Quản Trị Ứng Dụng L2,mid,Ha Noi,1,1,[],15000000.00,25000000.00,information_technology,"{""company_name"":""Cty Cổ phần Blueco toàn cầu"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""81af0b998c2f6c1ff1e8ba99fa2eaea4f8a4d0b2ddcabfebd4f4eeae15aba155"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:57.909531+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/nhan-vien-quan-tri-ung-dung-l2/2177633.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2177677,2026-07-16,Nhân Viên Quản Trị Nghiệp Vụ Ứng Dụng,Nhân Viên Quản Trị Nghiệp Vụ Ứng Dụng,mid,Ha Noi,2,2,[],12000000.00,20000000.00,information_technology,"{""company_name"":""Cty Cổ phần Blueco toàn cầu"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""c6d8015a1a8f502a82afa6e7028091f8eaf9875bf6bfb0a9afcae373594fccaf"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:57.870534+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/nhan-vien-quan-tri-nghiep-vu-ung-dung/2177677.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2181162,2026-07-12,Nhân Viên Phần Mềm C,Nhân Viên Phần Mềm C,mid,Bắc Ninh,2,2,[],15000000.00,28000000.00,information_technology,"{""company_name"":""CÔNG TY TNHH CÔNG NGHIỆP CHÍNH XÁC BOZHON (VIỆT NAM)"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""c45b426fb8ef4514b65b2d02148001d775a2efa1c69feb04d411661dfe787a9a"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:41:07.945597+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/nhan-vien-phan-mem-c/2181162.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2183620,2026-07-15,Solution Architect/ Technical Leader (Java),Solution Architect,lead,Ho Chi Minh,5,5,"[""Java""]",40000000.00,60000000.00,information_technology,"{""company_name"":""Công ty Cổ phần Atomi Digital"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""42d1c44b0c04a33759a931861578624ed97eaa1b90b42355e646346b4d07a018"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:27.866811+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/solution-architect-technical-leader-java/2183620.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2185861,2026-07-12,Middle Business Analyst (Ecommerce Service) - Thu Nhập Lên Tới 40M++,Business Analyst,mid,Ha Noi,3,3,[],20000000.00,40000000.00,information_technology,"{""company_name"":""BSS Group"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""d3eead89862ded75a2752a86bbb796eaaee887270cb5d5dbb39ed0ccc99685a8"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:23.306584+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/middle-business-analyst-ecommerce-service-thu-nhap-len-toi-40m/2185861.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2186087,2026-07-18,Nhân Viên IT,Nhân Viên IT,mid,Quảng Ninh,2,2,[],9000000.00,12000000.00,information_technology,"{""company_name"":""Công Ty Cổ Phần Thiết Bị Điện Cẩm Phả"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""798e665411c4b0bba64a5f91e70c23271a3d3b676bfd60475fb31817ca029ce1"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:48.072038+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/nhan-vien-it/2186087.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2186431,2026-07-12,IT ERP Support,IT ERP Support,mid,Lâm Đồng,2,2,[],15000000.00,28000000.00,information_technology,"{""company_name"":""CÔNG TY CỔ PHẦN GOLDEN COFFEE"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""39d27ff2d2afd3cab86070f35d6751d52ff37741cdea5427665841a09043a22e"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:41:03.089257+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/it-erp-support/2186431.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2187133,2026-07-15,"Test Engineer (Auto Playwright, Exploring Testing)",QA Engineer,mid,Ha Noi,3,3,"[""Playwright""]",20000000.00,30000000.00,information_technology,"{""company_name"":""Công ty Cổ phần Công nghệ KiotViet"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""32902757be9ec694aba47bf78fc49cbb47b6b20dcda77b68db69f8d1e9ff9e44"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:27.873090+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/test-engineer-auto-playwright-exploring-testing/2187133.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2191848,2026-07-15,Nhân Viên Triển Khai Website Không Yêu Cầu Kinh Nghiệm,Nhân Viên Triển Khai Website Không Yêu Cầu Kinh Nghiệm,mid,Ho Chi Minh,0,0,[],8000000.00,10000000.00,information_technology,"{""company_name"":""CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""919d032b5a24fb3dda61032c1a6ca38212f1a0c064670f5f4fbb052435c74762"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:38.006789+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/nhan-vien-trien-khai-website-khong-yeu-cau-kinh-nghiem/2191848.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2192032,2026-07-15,Tester,QA Engineer,mid,Ha Noi,3,3,[],,30000000.00,information_technology,"{""company_name"":""CÔNG TY CỔ PHẦN CMC OPENAI"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""eeb664c809969d57615d52aaf72d6959d722304bdb8b93c6f0f106dcf6704894"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:43.044394+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/tester/2192032.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2192119,2026-07-16,B2B Sales Executive (AI & Software Solutions) - Nhân Viên Kinh Doanh - Up To 40 Triệu,B2B Sales Executive AI & Software Solutions - Nhân Viên Kinh Doanh - Up To 40 Triệu,mid,Ha Noi,3,3,"[""Adobe Illustrator""]",25000000.00,40000000.00,information_technology,"{""company_name"":""CÔNG TY CỔ PHẦN CMC OPENAI"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""f0085c29704200a0409117c6d522147a2e112037d181c687093b9e922a6f8c51"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:48.050314+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/b2b-sales-executive-ai-software-solutions-nhan-vien-kinh-doanh-up-to-40-trieu/2192119.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2195536,2026-07-12,Tư Vấn Triển Khai Giải Pháp Microsoft Cloud / Microsoft 365 Solutions Architect (Từ 1k2 - 1k5 USD),Tư Vấn Triển Khai Giải Pháp Microsoft Cloud / Microsoft 365 Solutions Architect Từ 1k2 - 1k5 USD ,mid,Ha Noi,4,4,[],30000000.00,35000000.00,information_technology,"{""company_name"":""Công ty TNHH Thương mại và Dịch vụ TSG"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""645ad8d39ba0ba5e783a29dc99ff9db6b469faf5ca888eedbc24c93f42d7b495"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:27.853012+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/tu-van-trien-khai-giai-phap-microsoft-cloud-microsoft-365-solutions-architect-tu-1k2-1k5-usd/2195536.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2196531,2026-07-12,"Middle Tester (Manual, Ưu Tiên Automation) Biết Code - Thu Nhập Upto 15 Triệu/Tháng , Xét Tăng Lương Định Kỳ (Nghỉ T7,CN)",QA Engineer,mid,Ha Noi,2,2,[],,15000000.00,information_technology,"{""company_name"":""Công ty Cổ phần Giải pháp An ninh Dữ liệu Việt Nam"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""4fb7d9e67c4d5a01af2b80cfdb525fb2bf6124cd6a3e90a3284c65a783ec7ad1"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:27.859831+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/middle-tester-manual-uu-tien-automation-biet-code-thu-nhap-upto-15-trieu-thang-xet-tang-luong-dinh-ky-nghi-t7-cn/2196531.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2197752,2026-07-14,"Lập Trình, Vận Hành Máy CNC","Lập Trình, Vận Hành Máy CNC",mid,Bắc Ninh,1,1,[],12000000.00,15000000.00,information_technology,"{""company_name"":""Công ty Cổ phần Goldsun Việt Nam"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""ed41aa90d72e9c9bb39c25d66d1ba5c7dc6b6f89f679ad80d3b4491f04849c9e"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:41:03.047713+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/lap-trinh-van-hanh-may-cnc/2197752.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2198250,2026-07-12,Nhân Viên Kỹ Thuật Mạng (IT System Administrator),System Engineer,mid,Ha Noi,1,1,[],10000000.00,13000000.00,information_technology,"{""company_name"":""CÔNG TY CỔ PHẦN ANH NGỮ QUỐC TẾ SUNUNI ACADEMY"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""302f70cba80083c461afaff1b60030caff6caa6230ef36aa9e16c4ff5032a318"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:37.977979+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-mang-it-system-administrator/2198250.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2198656,2026-06-19,"Senior/Lead Business Analyst Tại Hoàng Quốc Việt, Hà Nội - Lương Up To 30tr",Senior Business Analyst,senior,Ha Noi,3,3,[],,30000000.00,information_technology,"{""company_name"":""Công ty CP Cyberlotus"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""ef0a4aa8a5cd290bff493d097d1fe41d57b15c968edf9e99d1f1826e3b065242"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:32.792975+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/senior-lead-business-analyst-tai-hoang-quoc-viet-ha-noi-luong-up-to-30tr/2198656.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2201808,2026-06-19,Chuyên Viên Quản Trị Hệ Thống - System Admin,System Engineer,mid,Ha Noi,1,1,[],15000000.00,25000000.00,information_technology,"{""company_name"":""Công ty Cổ phần Hệ thống Công nghệ ETC"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""a035ace128e51c42f8a12d096ee100f0c23f0725a4da3bd25f5ee84ce41c1bed"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:48.048200+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/chuyen-vien-quan-tri-he-thong-system-admin/2201808.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2201994,2026-06-19,IT Helpdesk (Tiếng Anh Giao Tiếp Cơ Bản),IT Support,mid,Ha Noi,2,2,[],,13500000.00,information_technology,"{""company_name"":""Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""fddc06eec40d11ea4ba5e9649206054e9a0060ad03cebfac667a46410822eba0"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:43.063568+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/it-helpdesk-tieng-anh-giao-tiep-co-ban/2201994.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2203752,2026-07-17,Trưởng Nhóm Kiểm Thử Tự Động,QA Engineer,lead,Ha Noi,2,2,[],18000000.00,23000000.00,information_technology,"{""company_name"":""Công ty Cổ phần Công nghệ Phần mềm Tinh Vân"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""0b03d752604bad99bbf339dcad983e1e693f5e229e33159ce82e3023763af09b"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:52.854063+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/truong-nhom-kiem-thu-tu-dong/2203752.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2203776,2026-07-17,Trưởng Nhóm Presales,Trưởng Nhóm Presales,lead,Ha Noi,2,2,[],18000000.00,24000000.00,information_technology,"{""company_name"":""Công ty Cổ phần Công nghệ Phần mềm Tinh Vân"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""ec3db17f4e92be67476392d0b7c8a9cb2ed1c7bd084421ce79a7be69b8e0a2c1"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:52.855094+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/truong-nhom-presales/2203776.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2205836,2026-06-19,Business Analyst / System Analyst - Thu Nhập Upto 25tr/Tháng,Business Analyst,mid,Ha Noi,5,5,[],17000000.00,25000000.00,information_technology,"{""company_name"":""CLS VIỆT NAM - CÔNG TY TNHH DỊCH VỤ QUẢN LÝ HỆ THỐNG HỌC TẬP"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""3f2f505446ad95e5f160bf1a0260c2574587b6d74327650c4d99edf5b887cc4f"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:43.031598+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/business-analyst-system-analyst-thu-nhap-upto-25tr-thang/2205836.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2207138,2026-07-12,Kỹ Sư Phòng R&D (IoT Engineer),Kỹ Sư Phòng R&D IoT Engineer ,mid,Ho Chi Minh,2,2,[],18000000.00,25000000.00,information_technology,"{""company_name"":""Công ty TNHH TM DV KT Công Nghệ Tín Hiệu"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""cf7d0207467534ba2d23990650886f4ffe1b32d7f4800aab3f7fd5ab433120b9"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:27.843761+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/ky-su-phong-rd-iot-engineer/2207138.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
topcv,2209152,2026-07-12,"Chuyên Viên Phân Tích Nghiệp Vụ (BA) (Kinh Nghiệm Từ 2 Năm) - Mức Lương Từ 20 - 30M (Nghỉ T7,CN)",Business Analyst,mid,Ha Noi,2,2,[],20000000.00,30000000.00,information_technology,"{""company_name"":""CÔNG TY CỔ PHẦN GIẢI PHÁP THÔNG MINH NHÀ MÁY"",""dataset"":""jobradar/topcv-live-card-cohort"",""dataset_commit"":""scrape-batch:eb00da89-c02b-49d1-be3e-68d7a3946c50"",""dataset_url"":""https://www.topcv.vn/tim-viec-lam-cong-nghe-thong-tin"",""first_seen_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""TopCV relative posting age resolved at collection time"",""raw_payload_sha256"":""6b5d398cc1fa644e282337445dbdf8ea071dd0408e8d8e8f991443f572e46394"",""scrape_batch_id"":""eb00da89-c02b-49d1-be3e-68d7a3946c50"",""scraped_at"":""2026-07-19T04:40:27.841875+00:00"",""source_url"":""https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba-kinh-nghiem-tu-2-nam-muc-luong-tu-20-30m-nghi-t7-cn/2209152.html"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
